Date,Product_ID,Product_Name,Category,Units_Sold,Revenue,Stock_Level
2024-05-15,P002,T-Shirt,Clothing,14,350,53
2024-05-15,P003,Chocolate Box,Food,15,300,13
2024-05-15,P004,LED TV,Electronics,15,6000,68
2024-05-15,P005,Notebook Pack,Stationery,23,115,57
2024-05-15,P006,Rain Jacket,Clothing,3,180,59
2024-05-15,P007,Coffee Maker,Home Appliances,3,240,92
2024-05-16,P001,Winter Coat,Clothing,2,200,56
2024-05-16,P002,T-Shirt,Clothing,2,50,175
2024-05-16,P003,Chocolate Box,Food,6,120,54
2024-05-16,P004,LED TV,Electronics,21,8400,146
2024-05-16,P005,Notebook Pack,Stationery,12,60,27
2024-05-16,P006,Rain Jacket,Clothing,1,60,29
2024-05-16,P007,Coffee Maker,Home Appliances,12,960,31
2024-05-17,P001,Winter Coat,Clothing,4,400,97
2024-05-17,P002,T-Shirt,Clothing,15,375,183
2024-05-17,P003,Chocolate Box,Food,18,360,39
2024-05-17,P004,LED TV,Electronics,17,6800,158
2024-05-17,P005,Notebook Pack,Stationery,14,70,72
2024-05-17,P006,Rain Jacket,Clothing,2,120,174
2024-05-17,P007,Coffee Maker,Home Appliances,6,480,185
2024-05-18,P001,Winter Coat,Clothing,2,200,10
2024-05-18,P002,T-Shirt,Clothing,8,200,127
2024-05-18,P003,Chocolate Box,Food,15,300,190
2024-05-18,P004,LED TV,Electronics,11,4400,126
2024-05-18,P005,Notebook Pack,Stationery,20,100,33
2024-05-18,P006,Rain Jacket,Clothing,1,60,40
2024-05-18,P007,Coffee Maker,Home Appliances,9,720,157
2024-05-19,P001,Winter Coat,Clothing,2,200,102
2024-05-19,P002,T-Shirt,Clothing,3,75,59
2024-05-19,P003,Chocolate Box,Food,7,140,103
2024-05-19,P004,LED TV,Electronics,4,1600,108
2024-05-19,P005,Notebook Pack,Stationery,11,55,68
2024-05-19,P006,Rain Jacket,Clothing,5,300,96
2024-05-19,P007,Coffee Maker,Home Appliances,4,320,63
2024-05-20,P001,Winter Coat,Clothing,2,200,14
2024-05-20,P002,T-Shirt,Clothing,10,250,198
2024-05-20,P003,Chocolate Box,Food,8,160,41
2024-05-20,P004,LED TV,Electronics,11,4400,100
2024-05-20,P005,Notebook Pack,Stationery,10,50,99
2024-05-20,P006,Rain Jacket,Clothing,4,240,191
2024-05-20,P007,Coffee Maker,Home Appliances,23,1840,28
2024-05-21,P001,Winter Coat,Clothing,1,100,38
2024-05-21,P002,T-Shirt,Clothing,2,50,190
2024-05-21,P003,Chocolate Box,Food,11,220,68
2024-05-21,P004,LED TV,Electronics,14,5600,128
2024-05-21,P005,Notebook Pack,Stationery,16,80,169
2024-05-21,P006,Rain Jacket,Clothing,2,120,122
2024-05-21,P007,Coffee Maker,Home Appliances,3,240,152
2024-05-22,P001,Winter Coat,Clothing,0,0,15
2024-05-22,P002,T-Shirt,Clothing,13,325,98
2024-05-22,P003,Chocolate Box,Food,6,120,18
2024-05-22,P004,LED TV,Electronics,14,5600,152
2024-05-22,P005,Notebook Pack,Stationery,5,25,95
2024-05-22,P006,Rain Jacket,Clothing,2,120,46
2024-05-22,P007,Coffee Maker,Home Appliances,14,1120,35
2024-05-23,P001,Winter Coat,Clothing,5,500,121
2024-05-23,P002,T-Shirt,Clothing,16,400,68
2024-05-23,P003,Chocolate Box,Food,6,120,140
2024-05-23,P004,LED TV,Electronics,11,4400,173
2024-05-23,P005,Notebook Pack,Stationery,4,20,196
2024-05-23,P006,Rain Jacket,Clothing,5,300,196
2024-05-23,P007,Coffee Maker,Home Appliances,25,2000,139
2024-05-24,P001,Winter Coat,Clothing,4,400,162
2024-05-24,P002,T-Shirt,Clothing,2,50,102
2024-05-24,P003,Chocolate Box,Food,5,100,92
2024-05-24,P004,LED TV,Electronics,17,6800,140
2024-05-24,P005,Notebook Pack,Stationery,22,110,75
2024-05-24,P006,Rain Jacket,Clothing,4,240,115
2024-05-24,P007,Coffee Maker,Home Appliances,16,1280,76
2024-05-25,P001,Winter Coat,Clothing,4,400,140
2024-05-25,P002,T-Shirt,Clothing,17,425,87
2024-05-25,P003,Chocolate Box,Food,19,380,126
2024-05-25,P004,LED TV,Electronics,5,2000,49
2024-05-25,P005,Notebook Pack,Stationery,17,85,68
2024-05-25,P006,Rain Jacket,Clothing,3,180,131
2024-05-25,P007,Coffee Maker,Home Appliances,10,800,13
2024-05-26,P001,Winter Coat,Clothing,3,300,120
2024-05-26,P002,T-Shirt,Clothing,11,275,110
2024-05-26,P003,Chocolate Box,Food,10,200,161
2024-05-26,P004,LED TV,Electronics,25,10000,31
2024-05-26,P005,Notebook Pack,Stationery,13,65,63
2024-05-26,P006,Rain Jacket,Clothing,4,240,45
2024-05-26,P007,Coffee Maker,Home Appliances,19,1520,47
2024-05-27,P001,Winter Coat,Clothing,2,200,122
2024-05-27,P002,T-Shirt,Clothing,16,400,145
2024-05-27,P003,Chocolate Box,Food,7,140,192
2024-05-27,P004,LED TV,Electronics,2,800,109
2024-05-27,P005,Notebook Pack,Stationery,18,90,83
2024-05-27,P006,Rain Jacket,Clothing,3,180,56
2024-05-27,P007,Coffee Maker,Home Appliances,22,1760,82
2024-05-28,P001,Winter Coat,Clothing,4,400,137
2024-05-28,P002,T-Shirt,Clothing,15,375,200
2024-05-28,P003,Chocolate Box,Food,9,180,170
2024-05-28,P004,LED TV,Electronics,2,800,137
2024-05-28,P005,Notebook Pack,Stationery,18,90,134
2024-05-28,P006,Rain Jacket,Clothing,5,300,178
2024-05-28,P007,Coffee Maker,Home Appliances,6,480,22
2024-05-29,P001,Winter Coat,Clothing,3,300,52
2024-05-29,P002,T-Shirt,Clothing,6,150,39
2024-05-29,P003,Chocolate Box,Food,19,380,199
2024-05-29,P004,LED TV,Electronics,16,6400,151
2024-05-29,P005,Notebook Pack,Stationery,24,120,141
2024-05-29,P006,Rain Jacket,Clothing,4,240,6
2024-05-29,P007,Coffee Maker,Home Appliances,22,1760,48
2024-05-30,P001,Winter Coat,Clothing,0,0,133
2024-05-30,P002,T-Shirt,Clothing,12,300,35
2024-05-30,P003,Chocolate Box,Food,11,220,186
2024-05-30,P004,LED TV,Electronics,23,9200,57
2024-05-30,P005,Notebook Pack,Stationery,23,115,127
2024-05-30,P006,Rain Jacket,Clothing,5,300,33
2024-05-30,P007,Coffee Maker,Home Appliances,6,480,80
2024-05-31,P001,Winter Coat,Clothing,4,400,155
2024-05-31,P002,T-Shirt,Clothing,2,50,131
2024-05-31,P003,Chocolate Box,Food,7,140,186
2024-05-31,P004,LED TV,Electronics,9,3600,147
2024-05-31,P005,Notebook Pack,Stationery,6,30,111
2024-05-31,P006,Rain Jacket,Clothing,4,240,30
2024-05-31,P007,Coffee Maker,Home Appliances,25,2000,59
2024-06-01,P001,Winter Coat,Clothing,1,100,12
2024-06-01,P002,T-Shirt,Clothing,12,300,158
2024-06-01,P003,Chocolate Box,Food,14,280,123
2024-06-01,P004,LED TV,Electronics,11,4400,169
2024-06-01,P005,Notebook Pack,Stationery,14,70,124
2024-06-01,P006,Rain Jacket,Clothing,28,1680,90
2024-06-01,P007,Coffee Maker,Home Appliances,16,1280,72
2024-06-02,P001,Winter Coat,Clothing,1,100,98
2024-06-02,P002,T-Shirt,Clothing,2,50,23
2024-06-02,P003,Chocolate Box,Food,11,220,82
2024-06-02,P004,LED TV,Electronics,10,4000,63
2024-06-02,P005,Notebook Pack,Stationery,11,55,84
2024-06-02,P006,Rain Jacket,Clothing,38,2280,175
2024-06-02,P007,Coffee Maker,Home Appliances,13,1040,191
2024-06-03,P001,Winter Coat,Clothing,1,100,111
2024-06-03,P002,T-Shirt,Clothing,13,325,6
2024-06-03,P003,Chocolate Box,Food,6,120,120
2024-06-03,P004,LED TV,Electronics,19,7600,8
2024-06-03,P005,Notebook Pack,Stationery,16,80,24
2024-06-03,P006,Rain Jacket,Clothing,16,960,190
2024-06-03,P007,Coffee Maker,Home Appliances,18,1440,196
2024-06-04,P001,Winter Coat,Clothing,5,500,136
2024-06-04,P002,T-Shirt,Clothing,20,500,109
2024-06-04,P003,Chocolate Box,Food,19,380,196
2024-06-04,P004,LED TV,Electronics,24,9600,38
2024-06-04,P005,Notebook Pack,Stationery,17,85,112
2024-06-04,P006,Rain Jacket,Clothing,37,2220,61
2024-06-04,P007,Coffee Maker,Home Appliances,8,640,5
2024-06-05,P001,Winter Coat,Clothing,2,200,47
2024-06-05,P002,T-Shirt,Clothing,7,175,37
2024-06-05,P003,Chocolate Box,Food,12,240,122
2024-06-05,P004,LED TV,Electronics,21,8400,146
2024-06-05,P005,Notebook Pack,Stationery,18,90,158
2024-06-05,P006,Rain Jacket,Clothing,36,2160,110
2024-06-05,P007,Coffee Maker,Home Appliances,8,640,103
2024-06-06,P001,Winter Coat,Clothing,1,100,121
2024-06-06,P002,T-Shirt,Clothing,22,550,42
2024-06-06,P003,Chocolate Box,Food,19,380,121
2024-06-06,P004,LED TV,Electronics,25,10000,66
2024-06-06,P005,Notebook Pack,Stationery,17,85,79
2024-06-06,P006,Rain Jacket,Clothing,21,1260,195
2024-06-06,P007,Coffee Maker,Home Appliances,13,1040,173
2024-06-07,P001,Winter Coat,Clothing,3,300,169
2024-06-07,P002,T-Shirt,Clothing,13,325,68
2024-06-07,P003,Chocolate Box,Food,8,160,171
2024-06-07,P004,LED TV,Electronics,5,2000,30
2024-06-07,P005,Notebook Pack,Stationery,21,105,175
2024-06-07,P006,Rain Jacket,Clothing,34,2040,79
2024-06-07,P007,Coffee Maker,Home Appliances,9,720,151
2024-06-08,P001,Winter Coat,Clothing,0,0,157
2024-06-08,P002,T-Shirt,Clothing,24,600,185
2024-06-08,P003,Chocolate Box,Food,19,380,101
2024-06-08,P004,LED TV,Electronics,2,800,75
2024-06-08,P005,Notebook Pack,Stationery,14,70,145
2024-06-08,P006,Rain Jacket,Clothing,23,1380,104
2024-06-08,P007,Coffee Maker,Home Appliances,2,160,87
2024-06-09,P001,Winter Coat,Clothing,5,500,117
2024-06-09,P002,T-Shirt,Clothing,7,175,12
2024-06-09,P003,Chocolate Box,Food,18,360,98
2024-06-09,P004,LED TV,Electronics,3,1200,55
2024-06-09,P005,Notebook Pack,Stationery,16,80,75
2024-06-09,P006,Rain Jacket,Clothing,23,1380,108
2024-06-09,P007,Coffee Maker,Home Appliances,9,720,67
2024-06-10,P001,Winter Coat,Clothing,1,100,165
2024-06-10,P002,T-Shirt,Clothing,7,175,39
2024-06-10,P003,Chocolate Box,Food,12,240,133
2024-06-10,P004,LED TV,Electronics,5,2000,120
2024-06-10,P005,Notebook Pack,Stationery,6,30,199
2024-06-10,P006,Rain Jacket,Clothing,25,1500,45
2024-06-10,P007,Coffee Maker,Home Appliances,15,1200,9
2024-06-11,P001,Winter Coat,Clothing,5,500,195
2024-06-11,P002,T-Shirt,Clothing,21,525,113
2024-06-11,P003,Chocolate Box,Food,11,220,149
2024-06-11,P004,LED TV,Electronics,18,7200,56
2024-06-11,P005,Notebook Pack,Stationery,7,35,77
2024-06-11,P006,Rain Jacket,Clothing,21,1260,66
2024-06-11,P007,Coffee Maker,Home Appliances,3,240,91
2024-06-12,P001,Winter Coat,Clothing,5,500,178
2024-06-12,P002,T-Shirt,Clothing,18,450,48
2024-06-12,P003,Chocolate Box,Food,8,160,53
2024-06-12,P004,LED TV,Electronics,14,5600,192
2024-06-12,P005,Notebook Pack,Stationery,15,75,65
2024-06-12,P006,Rain Jacket,Clothing,23,1380,6
2024-06-12,P007,Coffee Maker,Home Appliances,9,720,149
2024-06-13,P001,Winter Coat,Clothing,4,400,79
2024-06-13,P002,T-Shirt,Clothing,5,125,46
2024-06-13,P003,Chocolate Box,Food,16,320,182
2024-06-13,P004,LED TV,Electronics,14,5600,83
2024-06-13,P005,Notebook Pack,Stationery,4,20,6
2024-06-13,P006,Rain Jacket,Clothing,16,960,50
2024-06-13,P007,Coffee Maker,Home Appliances,14,1120,162
2024-06-14,P001,Winter Coat,Clothing,4,400,81
2024-06-14,P002,T-Shirt,Clothing,9,225,158
2024-06-14,P003,Chocolate Box,Food,6,120,180
2024-06-14,P004,LED TV,Electronics,4,1600,6
2024-06-14,P005,Notebook Pack,Stationery,18,90,193
2024-06-14,P006,Rain Jacket,Clothing,31,1860,88
2024-06-14,P007,Coffee Maker,Home Appliances,20,1600,133
2024-06-15,P001,Winter Coat,Clothing,3,300,179
2024-06-15,P002,T-Shirt,Clothing,14,350,109
2024-06-15,P003,Chocolate Box,Food,7,140,118
2024-06-15,P004,LED TV,Electronics,17,6800,69
2024-06-15,P005,Notebook Pack,Stationery,10,50,178
2024-06-15,P006,Rain Jacket,Clothing,31,1860,151
2024-06-15,P007,Coffee Maker,Home Appliances,18,1440,188
2024-06-16,P001,Winter Coat,Clothing,3,300,160
2024-06-16,P002,T-Shirt,Clothing,13,325,103
2024-06-16,P003,Chocolate Box,Food,12,240,5
2024-06-16,P004,LED TV,Electronics,13,5200,108
2024-06-16,P005,Notebook Pack,Stationery,21,105,82
2024-06-16,P006,Rain Jacket,Clothing,19,1140,121
2024-06-16,P007,Coffee Maker,Home Appliances,22,1760,32
2024-06-17,P001,Winter Coat,Clothing,1,100,139
2024-06-17,P002,T-Shirt,Clothing,6,150,122
2024-06-17,P003,Chocolate Box,Food,10,200,118
2024-06-17,P004,LED TV,Electronics,25,10000,96
2024-06-17,P005,Notebook Pack,Stationery,7,35,86
2024-06-17,P006,Rain Jacket,Clothing,18,1080,180
2024-06-17,P007,Coffee Maker,Home Appliances,23,1840,189
2024-06-18,P001,Winter Coat,Clothing,0,0,26
2024-06-18,P002,T-Shirt,Clothing,25,625,196
2024-06-18,P003,Chocolate Box,Food,13,260,175
2024-06-18,P004,LED TV,Electronics,7,2800,31
2024-06-18,P005,Notebook Pack,Stationery,14,70,169
2024-06-18,P006,Rain Jacket,Clothing,32,1920,104
2024-06-18,P007,Coffee Maker,Home Appliances,6,480,115
2024-06-19,P001,Winter Coat,Clothing,3,300,63
2024-06-19,P002,T-Shirt,Clothing,15,375,186
2024-06-19,P003,Chocolate Box,Food,5,100,128
2024-06-19,P004,LED TV,Electronics,17,6800,110
2024-06-19,P005,Notebook Pack,Stationery,12,60,137
2024-06-19,P006,Rain Jacket,Clothing,29,1740,72
2024-06-19,P007,Coffee Maker,Home Appliances,24,1920,20
2024-06-20,P001,Winter Coat,Clothing,5,500,6
2024-06-20,P002,T-Shirt,Clothing,12,300,133
2024-06-20,P003,Chocolate Box,Food,15,300,73
2024-06-20,P004,LED TV,Electronics,20,8000,175
2024-06-20,P005,Notebook Pack,Stationery,10,50,54
2024-06-20,P006,Rain Jacket,Clothing,23,1380,188
2024-06-20,P007,Coffee Maker,Home Appliances,11,880,125
2024-06-21,P001,Winter Coat,Clothing,1,100,111
2024-06-21,P002,T-Shirt,Clothing,11,275,190
2024-06-21,P003,Chocolate Box,Food,6,120,22
2024-06-21,P004,LED TV,Electronics,9,3600,182
2024-06-21,P005,Notebook Pack,Stationery,17,85,124
2024-06-21,P006,Rain Jacket,Clothing,31,1860,6
2024-06-21,P007,Coffee Maker,Home Appliances,23,1840,120
2024-06-22,P001,Winter Coat,Clothing,0,0,130
2024-06-22,P002,T-Shirt,Clothing,16,400,48
2024-06-22,P003,Chocolate Box,Food,12,240,73
2024-06-22,P004,LED TV,Electronics,13,5200,173
2024-06-22,P005,Notebook Pack,Stationery,22,110,54
2024-06-22,P006,Rain Jacket,Clothing,21,1260,12
2024-06-22,P007,Coffee Maker,Home Appliances,24,1920,168
2024-06-23,P001,Winter Coat,Clothing,4,400,161
2024-06-23,P002,T-Shirt,Clothing,7,175,88
2024-06-23,P003,Chocolate Box,Food,13,260,57
2024-06-23,P004,LED TV,Electronics,3,1200,128
2024-06-23,P005,Notebook Pack,Stationery,9,45,88
2024-06-23,P006,Rain Jacket,Clothing,36,2160,148
2024-06-23,P007,Coffee Maker,Home Appliances,7,560,86
2024-06-24,P001,Winter Coat,Clothing,0,0,77
2024-06-24,P002,T-Shirt,Clothing,5,125,32
2024-06-24,P003,Chocolate Box,Food,6,120,193
2024-06-24,P004,LED TV,Electronics,2,800,146
2024-06-24,P005,Notebook Pack,Stationery,19,95,68
2024-06-24,P006,Rain Jacket,Clothing,31,1860,185
2024-06-24,P007,Coffee Maker,Home Appliances,9,720,30
2024-06-25,P001,Winter Coat,Clothing,5,500,91
2024-06-25,P002,T-Shirt,Clothing,19,475,130
2024-06-25,P003,Chocolate Box,Food,9,180,63
2024-06-25,P004,LED TV,Electronics,19,7600,46
2024-06-25,P005,Notebook Pack,Stationery,7,35,91
2024-06-25,P006,Rain Jacket,Clothing,16,960,94
2024-06-25,P007,Coffee Maker,Home Appliances,13,1040,50
2024-06-26,P001,Winter Coat,Clothing,4,400,183
2024-06-26,P002,T-Shirt,Clothing,12,300,110
2024-06-26,P003,Chocolate Box,Food,16,320,36
2024-06-26,P004,LED TV,Electronics,23,9200,70
2024-06-26,P005,Notebook Pack,Stationery,9,45,35
2024-06-26,P006,Rain Jacket,Clothing,30,1800,167
2024-06-26,P007,Coffee Maker,Home Appliances,24,1920,165
2024-06-27,P001,Winter Coat,Clothing,5,500,159
2024-06-27,P002,T-Shirt,Clothing,6,150,148
2024-06-27,P003,Chocolate Box,Food,16,320,5
2024-06-27,P004,LED TV,Electronics,16,6400,18
2024-06-27,P005,Notebook Pack,Stationery,2,10,154
2024-06-27,P006,Rain Jacket,Clothing,21,1260,13
2024-06-27,P007,Coffee Maker,Home Appliances,10,800,91
2024-06-28,P001,Winter Coat,Clothing,4,400,107
2024-06-28,P002,T-Shirt,Clothing,6,150,91
2024-06-28,P003,Chocolate Box,Food,7,140,182
2024-06-28,P004,LED TV,Electronics,18,7200,170
2024-06-28,P005,Notebook Pack,Stationery,23,115,126
2024-06-28,P006,Rain Jacket,Clothing,33,1980,84
2024-06-28,P007,Coffee Maker,Home Appliances,24,1920,109
2024-06-29,P001,Winter Coat,Clothing,4,400,124
2024-06-29,P002,T-Shirt,Clothing,9,225,135
2024-06-29,P003,Chocolate Box,Food,8,160,57
2024-06-29,P004,LED TV,Electronics,4,1600,58
2024-06-29,P005,Notebook Pack,Stationery,22,110,102
2024-06-29,P006,Rain Jacket,Clothing,36,2160,197
2024-06-29,P007,Coffee Maker,Home Appliances,11,880,200
2024-06-30,P001,Winter Coat,Clothing,3,300,53
2024-06-30,P002,T-Shirt,Clothing,9,225,17
2024-06-30,P003,Chocolate Box,Food,6,120,190
2024-06-30,P004,LED TV,Electronics,23,9200,78
2024-06-30,P005,Notebook Pack,Stationery,3,15,148
2024-06-30,P006,Rain Jacket,Clothing,17,1020,105
2024-06-30,P007,Coffee Maker,Home Appliances,10,800,61
2024-07-01,P001,Winter Coat,Clothing,3,300,17
2024-07-01,P002,T-Shirt,Clothing,12,300,112
2024-07-01,P003,Chocolate Box,Food,8,160,142
2024-07-01,P004,LED TV,Electronics,14,5600,86
2024-07-01,P005,Notebook Pack,Stationery,24,120,36
2024-07-01,P006,Rain Jacket,Clothing,16,960,91
2024-07-01,P007,Coffee Maker,Home Appliances,24,1920,111
2024-07-02,P001,Winter Coat,Clothing,5,500,75
2024-07-02,P002,T-Shirt,Clothing,25,625,159
2024-07-02,P003,Chocolate Box,Food,11,220,186
2024-07-02,P004,LED TV,Electronics,7,2800,32
2024-07-02,P005,Notebook Pack,Stationery,3,15,77
2024-07-02,P006,Rain Jacket,Clothing,34,2040,103
2024-07-02,P007,Coffee Maker,Home Appliances,5,400,94
2024-07-03,P001,Winter Coat,Clothing,3,300,114
2024-07-03,P002,T-Shirt,Clothing,9,225,138
2024-07-03,P003,Chocolate Box,Food,9,180,173
2024-07-03,P004,LED TV,Electronics,4,1600,29
2024-07-03,P005,Notebook Pack,Stationery,19,95,36
2024-07-03,P006,Rain Jacket,Clothing,26,1560,173
2024-07-03,P007,Coffee Maker,Home Appliances,22,1760,166
2024-07-04,P001,Winter Coat,Clothing,4,400,181
2024-07-04,P002,T-Shirt,Clothing,7,175,47
2024-07-04,P003,Chocolate Box,Food,7,140,35
2024-07-04,P004,LED TV,Electronics,22,8800,32
2024-07-04,P005,Notebook Pack,Stationery,3,15,99
2024-07-04,P006,Rain Jacket,Clothing,22,1320,189
2024-07-04,P007,Coffee Maker,Home Appliances,15,1200,140
2024-07-05,P001,Winter Coat,Clothing,0,0,142
2024-07-05,P002,T-Shirt,Clothing,19,475,64
2024-07-05,P003,Chocolate Box,Food,16,320,184
2024-07-05,P004,LED TV,Electronics,8,3200,32
2024-07-05,P005,Notebook Pack,Stationery,13,65,83
2024-07-05,P006,Rain Jacket,Clothing,21,1260,156
2024-07-05,P007,Coffee Maker,Home Appliances,6,480,179
2024-07-06,P001,Winter Coat,Clothing,5,500,152
2024-07-06,P002,T-Shirt,Clothing,7,175,71
2024-07-06,P003,Chocolate Box,Food,8,160,56
2024-07-06,P004,LED TV,Electronics,3,1200,6
2024-07-06,P005,Notebook Pack,Stationery,25,125,160
2024-07-06,P006,Rain Jacket,Clothing,35,2100,67
2024-07-06,P007,Coffee Maker,Home Appliances,4,320,138
2024-07-07,P001,Winter Coat,Clothing,5,500,15
2024-07-07,P002,T-Shirt,Clothing,14,350,59
2024-07-07,P003,Chocolate Box,Food,13,260,42
2024-07-07,P004,LED TV,Electronics,4,1600,182
2024-07-07,P005,Notebook Pack,Stationery,20,100,128
2024-07-07,P006,Rain Jacket,Clothing,23,1380,194
2024-07-07,P007,Coffee Maker,Home Appliances,25,2000,137
2024-07-08,P001,Winter Coat,Clothing,0,0,9
2024-07-08,P002,T-Shirt,Clothing,21,525,27
2024-07-08,P003,Chocolate Box,Food,15,300,94
2024-07-08,P004,LED TV,Electronics,6,2400,150
2024-07-08,P005,Notebook Pack,Stationery,12,60,35
2024-07-08,P006,Rain Jacket,Clothing,21,1260,46
2024-07-08,P007,Coffee Maker,Home Appliances,3,240,111
2024-07-09,P001,Winter Coat,Clothing,2,200,168
2024-07-09,P002,T-Shirt,Clothing,16,400,153
2024-07-09,P003,Chocolate Box,Food,7,140,116
2024-07-09,P004,LED TV,Electronics,12,4800,73
2024-07-09,P005,Notebook Pack,Stationery,7,35,161
2024-07-09,P006,Rain Jacket,Clothing,21,1260,72
2024-07-09,P007,Coffee Maker,Home Appliances,13,1040,88
2024-07-10,P001,Winter Coat,Clothing,2,200,72
2024-07-10,P002,T-Shirt,Clothing,3,75,27
2024-07-10,P003,Chocolate Box,Food,11,220,107
2024-07-10,P004,LED TV,Electronics,19,7600,146
2024-07-10,P005,Notebook Pack,Stationery,9,45,112
2024-07-10,P006,Rain Jacket,Clothing,30,1800,141
2024-07-10,P007,Coffee Maker,Home Appliances,15,1200,172
2024-07-11,P001,Winter Coat,Clothing,5,500,145
2024-07-11,P002,T-Shirt,Clothing,24,600,164
2024-07-11,P003,Chocolate Box,Food,5,100,70
2024-07-11,P004,LED TV,Electronics,6,2400,16
2024-07-11,P005,Notebook Pack,Stationery,24,120,148
2024-07-11,P006,Rain Jacket,Clothing,30,1800,142
2024-07-11,P007,Coffee Maker,Home Appliances,7,560,156
2024-07-12,P001,Winter Coat,Clothing,3,300,68
2024-07-12,P002,T-Shirt,Clothing,20,500,75
2024-07-12,P003,Chocolate Box,Food,9,180,104
2024-07-12,P004,LED TV,Electronics,9,3600,19
2024-07-12,P005,Notebook Pack,Stationery,22,110,60
2024-07-12,P006,Rain Jacket,Clothing,17,1020,82
2024-07-12,P007,Coffee Maker,Home Appliances,23,1840,171
2024-07-13,P001,Winter Coat,Clothing,4,400,182
2024-07-13,P002,T-Shirt,Clothing,2,50,45
2024-07-13,P003,Chocolate Box,Food,16,320,65
2024-07-13,P004,LED TV,Electronics,24,9600,39
2024-07-13,P005,Notebook Pack,Stationery,15,75,96
2024-07-13,P006,Rain Jacket,Clothing,20,1200,103
2024-07-13,P007,Coffee Maker,Home Appliances,16,1280,169
2024-07-14,P001,Winter Coat,Clothing,0,0,35
2024-07-14,P002,T-Shirt,Clothing,17,425,137
2024-07-14,P003,Chocolate Box,Food,15,300,114
2024-07-14,P004,LED TV,Electronics,5,2000,76
2024-07-14,P005,Notebook Pack,Stationery,12,60,178
2024-07-14,P006,Rain Jacket,Clothing,39,2340,46
2024-07-14,P007,Coffee Maker,Home Appliances,13,1040,138
2024-07-15,P001,Winter Coat,Clothing,4,400,104
2024-07-15,P002,T-Shirt,Clothing,23,575,26
2024-07-15,P003,Chocolate Box,Food,12,240,133
2024-07-15,P004,LED TV,Electronics,18,7200,168
2024-07-15,P005,Notebook Pack,Stationery,12,60,176
2024-07-15,P006,Rain Jacket,Clothing,19,1140,164
2024-07-15,P007,Coffee Maker,Home Appliances,4,320,57
2024-07-16,P001,Winter Coat,Clothing,2,200,55
2024-07-16,P002,T-Shirt,Clothing,5,125,160
2024-07-16,P003,Chocolate Box,Food,12,240,106
2024-07-16,P004,LED TV,Electronics,17,6800,130
2024-07-16,P005,Notebook Pack,Stationery,22,110,111
2024-07-16,P006,Rain Jacket,Clothing,15,900,128
2024-07-16,P007,Coffee Maker,Home Appliances,19,1520,19
2024-07-17,P001,Winter Coat,Clothing,1,100,112
2024-07-17,P002,T-Shirt,Clothing,15,375,161
2024-07-17,P003,Chocolate Box,Food,18,360,5
2024-07-17,P004,LED TV,Electronics,17,6800,47
2024-07-17,P005,Notebook Pack,Stationery,22,110,113
2024-07-17,P006,Rain Jacket,Clothing,17,1020,34
2024-07-17,P007,Coffee Maker,Home Appliances,16,1280,82
2024-07-18,P001,Winter Coat,Clothing,5,500,200
2024-07-18,P002,T-Shirt,Clothing,2,50,186
2024-07-18,P003,Chocolate Box,Food,18,360,176
2024-07-18,P004,LED TV,Electronics,24,9600,23
2024-07-18,P005,Notebook Pack,Stationery,4,20,102
2024-07-18,P006,Rain Jacket,Clothing,27,1620,92
2024-07-18,P007,Coffee Maker,Home Appliances,23,1840,68
2024-07-19,P001,Winter Coat,Clothing,0,0,24
2024-07-19,P002,T-Shirt,Clothing,11,275,114
2024-07-19,P003,Chocolate Box,Food,19,380,138
2024-07-19,P004,LED TV,Electronics,16,6400,13
2024-07-19,P005,Notebook Pack,Stationery,8,40,151
2024-07-19,P006,Rain Jacket,Clothing,29,1740,45
2024-07-19,P007,Coffee Maker,Home Appliances,24,1920,63
2024-07-20,P001,Winter Coat,Clothing,5,500,182
2024-07-20,P002,T-Shirt,Clothing,18,450,96
2024-07-20,P003,Chocolate Box,Food,19,380,104
2024-07-20,P004,LED TV,Electronics,18,7200,178
2024-07-20,P005,Notebook Pack,Stationery,13,65,92
2024-07-20,P006,Rain Jacket,Clothing,19,1140,164
2024-07-20,P007,Coffee Maker,Home Appliances,13,1040,8
2024-07-21,P001,Winter Coat,Clothing,0,0,130
2024-07-21,P002,T-Shirt,Clothing,13,325,79
2024-07-21,P003,Chocolate Box,Food,6,120,135
2024-07-21,P004,LED TV,Electronics,7,2800,87
2024-07-21,P005,Notebook Pack,Stationery,13,65,21
2024-07-21,P006,Rain Jacket,Clothing,39,2340,155
2024-07-21,P007,Coffee Maker,Home Appliances,2,160,96
2024-07-22,P001,Winter Coat,Clothing,4,400,74
2024-07-22,P002,T-Shirt,Clothing,14,350,142
2024-07-22,P003,Chocolate Box,Food,8,160,10
2024-07-22,P004,LED TV,Electronics,2,800,13
2024-07-22,P005,Notebook Pack,Stationery,25,125,185
2024-07-22,P006,Rain Jacket,Clothing,25,1500,50
2024-07-22,P007,Coffee Maker,Home Appliances,10,800,163
2024-07-23,P001,Winter Coat,Clothing,4,400,143
2024-07-23,P002,T-Shirt,Clothing,20,500,180
2024-07-23,P003,Chocolate Box,Food,8,160,8
2024-07-23,P004,LED TV,Electronics,18,7200,141
2024-07-23,P005,Notebook Pack,Stationery,23,115,171
2024-07-23,P006,Rain Jacket,Clothing,37,2220,174
